          TIME           E/N             E             N            N2         N2(A)         N2(B)        N2(A')         N2(C)           N^+          N2^+          N3^+          N4^+
   2.31440E-03   1.35620E+02   1.98994E+07   4.82065E+12   2.44746E+19   5.78158E+12   3.56513E+08   2.64229E+10   4.11993E+08   3.05221E+05   1.24063E+12   6.94243E+12   7.06233E+07
   2.31674E-03   1.40151E+02   2.95123E+07   4.81731E+12   2.44746E+19   6.83680E+12   5.82001E+08   4.40787E+10   6.90135E+08   3.67573E+05   1.24884E+12   6.94645E+12   1.81185E+07
   2.32026E-03   1.43312E+02   3.75940E+07   4.81452E+12   2.44746E+19   9.01095E+12   8.03316E+08   6.13504E+10   9.65741E+08   4.21635E+05   1.26757E+12   6.95475E+12   6.93207E+06
   2.32377E-03   1.46620E+02   4.35645E+07   4.81509E+12   2.44746E+19   1.16425E+13   1.01587E+09   7.80239E+10   1.23588E+09   4.87797E+05   1.29214E+12   6.96653E+12   2.49477E+06
   2.32963E-03   1.50183E+02   4.79358E+07   4.82520E+12   2.44746E+19   1.65036E+13   1.25954E+09   9.61928E+10   1.53940E+09   5.79620E+05   1.34045E+12   6.99581E+12   8.24697E+05
   2.33548E-03   1.53732E+02   5.03961E+07   4.84786E+12   2.44746E+19   2.14132E+13   1.50025E+09   1.13569E+11   1.83627E+09   6.89281E+05   1.39230E+12   7.03836E+12   2.67884E+05
   2.34251E-03   1.56468E+02   4.97976E+07   4.89169E+12   2.44746E+19   2.65820E+13   1.68743E+09   1.25403E+11   2.05052E+09   7.98782E+05   1.44823E+12   7.10708E+12   1.11959E+05
   2.34719E-03   1.58225E+02   4.69384E+07   4.92975E+12   2.44746E+19   2.92760E+13   1.73725E+09   1.27395E+11   2.09811E+09   8.74165E+05   1.47680E+12   7.16236E+12   6.30935E+04
   2.35656E-03   1.59262E+02   4.12108E+07   5.01967E+12   2.44746E+19   3.24832E+13   1.71871E+09   1.22645E+11   2.04143E+09   9.40878E+05   1.50451E+12   7.28781E+12   4.51730E+04
   2.36475E-03   1.59664E+02   3.31100E+07   5.10471E+12   2.44746E+19   3.30927E+13   1.52941E+09   1.06436E+11   1.78746E+09   9.65677E+05   1.49695E+12   7.40470E+12   3.91873E+04
   2.37178E-03   1.59109E+02   2.50752E+07   5.17518E+12   2.44746E+19   3.21941E+13   1.27134E+09   8.61170E+10   1.45869E+09   9.41774E+05   1.46858E+12   7.50259E+12   4.64666E+04
   2.37881E-03   1.57888E+02   1.75190E+07   5.23847E+12   2.44746E+19   3.02809E+13   9.89760E+08   6.49313E+10   1.11089E+09   8.85424E+05   1.42451E+12   7.59302E+12   6.82175E+04
   2.38700E-03   1.55735E+02   1.07524E+07   5.29964E+12   2.44746E+19   2.73338E+13   7.03481E+08   4.43038E+10   7.67940E+08   7.93335E+05   1.36294E+12   7.68514E+12   1.34687E+05
   2.39871E-03   1.51246E+02   5.09814E+06   5.36210E+12   2.44746E+19   2.28998E+13   4.21573E+08   2.50637E+10   4.42918E+08   6.37461E+05   1.27521E+12   7.79015E+12   5.55261E+05
   2.41042E-03   1.43513E+02   1.54091E+06   5.39958E+12   2.44746E+19   1.89399E+13   2.37666E+08   1.30010E+10   2.37431E+08   4.51464E+05   1.20072E+12   7.86837E+12   6.16636E+06
   2.42330E-03   1.31956E+02   3.18094E+05   5.41885E+12   2.44746E+19   1.54932E+13   1.43102E+08   7.43628E+09   1.39114E+08   2.71289E+05   1.13835E+12   7.93103E+12   1.90479E+08
   2.43853E-03   1.14450E+02   7.90941E+04   5.41968E+12   2.44746E+19   1.24696E+13   9.02337E+07   4.62760E+09   8.72162E+07   1.24617E+05   1.06581E+12   7.98182E+12   2.19993E+10
   2.45726E-03   8.77751E+01   1.18131E+05   5.36832E+12   2.44746E+19   9.84006E+12   5.60498E+07   2.86638E+09   5.40897E+07   1.07670E+05   9.38540E+10   7.93836E+12   1.03743E+12
   2.47248E-03   5.66951E+01   4.07495E+05   5.32477E+12   2.44746E+19   8.24150E+12   3.91501E+07   1.99982E+09   3.77952E+07   3.47943E+04   3.45425E+08   7.89679E+12   1.17250E+12
   2.49239E-03   2.11452E+01   1.68002E+06   5.26863E+12   2.44746E+19   6.63569E+12   2.53338E+07   1.29464E+09   2.44874E+07   8.96366E+03   5.52899E+06   7.84328E+12   1.22633E+12
   2.50000E-03   7.85506E+00   1.33046E+06   5.24741E+12   2.44746E+19   6.13071E+12   2.16242E+07   1.10497E+09   2.09021E+07   6.76083E+03   2.84494E+06   7.82308E+12   1.24652E+12
